CASTLE ROCK,,
10/10/2021,78,40
10/11/2021,68,40
10/12/2021,M,M
10/13/2021,70,36
10/14/2021,58,35
10/15/2021,55,35
10/16/2021,56,34
10/17/2021,75,37
10/18/2021,83,48
10/19/2021,81,46
10/20/2021,62,30
10/21/2021,67,39
10/22/2021,70,39
10/23/2021,76,42
10/24/2021,76,41
10/25/2021,69,49
10/26/2021,88,51
10/27/2021,77,34
10/28/2021,57,33
10/29/2021,67,37
10/30/2021,78,39
10/31/2021,75,37
11/1/2021,45,34
11/2/2021,43,37
11/3/2021,50,36
11/4/2021,62,35
11/5/2021,78,41
11/6/2021,76,36
11/7/2021,83,49
11/8/2021,82,36
11/9/2021,68,34
11/10/2021,72,36
11/11/2021,67,32
11/12/2021,73,27
11/13/2021,63,39
11/14/2021,71,32
11/15/2021,73,50
11/16/2021,76,59
11/17/2021,74,27
11/18/2021,41,20
11/19/2021,63,36
11/20/2021,68,38
11/21/2021,60,28
11/22/2021,61,33
11/23/2021,75,34
11/24/2021,77,37
11/25/2021,44,18
11/26/2021,63,32
11/27/2021,58,35
11/28/2021,70,31
11/29/2021,71,39
11/30/2021,69,40
12/1/2021,69,40
12/2/2021,76,40
12/3/2021,82,38
12/4/2021,67,36
12/5/2021,74,44
12/6/2021,69,19
12/7/2021,50,26
12/8/2021,60,32
12/9/2021,62,35
12/10/2021,60,26
12/11/2021,39,10
12/12/2021,58,36
12/13/2021,70,33
12/14/2021,71,41
12/15/2021,70,39
12/16/2021,51,16
12/17/2021,59,21
12/18/2021,49,12
12/19/2021,53,27
12/20/2021,66,27
12/21/2021,65,34
12/22/2021,65,31
12/23/2021,70,36
12/24/2021,70,42
12/25/2021,60,35
12/26/2021,57,32
12/27/2021,56,21
12/28/2021,48,25
12/29/2021,42,16
12/30/2021,52,21
12/31/2021,53,35
1/1/2022,41,12
1/2/2022,21,2
1/3/2022,53,21
1/4/2022,63,34
1/5/2022,55,21
1/6/2022,56,6
1/7/2022,53,11
1/8/2022,72,36
1/9/2022,54,24
1/10/2022,51,25
1/11/2022,63,27
1/12/2022,65,33
1/13/2022,63,35
1/14/2022,69,36
1/15/2022,45,10
1/16/2022,55,20
1/17/2022,63,29
1/18/2022,68,36
1/19/2022,56,28
1/20/2022,31,18
1/21/2022,51,28
1/22/2022,42,25
1/23/2022,51,24
1/24/2022,57,26
1/25/2022,48,30
1/26/2022,32,13
1/27/2022,47,26
1/28/2022,30,9
1/29/2022,53,22
1/30/2022,67,22
1/31/2022,65,25
2/1/2022,68,24
2/2/2022,40,14
2/3/2022,17,-5
2/4/2022,28,4
2/5/2022,47,20
2/6/2022,54,28
2/7/2022,40,18
2/8/2022,61,29
2/9/2022,54,29
2/10/2022,59,30
2/11/2022,64,29
2/12/2022,39,8
2/13/2022,48,24
2/14/2022,60,29
2/15/2022,64,33
2/16/2022,66,27
2/17/2022,42,9
2/18/2022,39,13
2/19/2022,52,17
2/20/2022,65,33
2/21/2022,67,37
2/22/2022,59,2
2/23/2022,11,1
2/24/2022,20,6
